customer_id,name,gender,age,job_type,income,expenses,credit_history,existing_loans,financing_type,asset_type,asset_value,down_payment,installment_period
1715,Ahmed,Male,54,Private,14486,6086,Average,0,Murabaha,Car,179941,46332,36
1716,Fatimah,Male,32,Government,21824,2616,Good,23479,Murabaha,Equipment,147388,25958,36
1717,Aisha,Male,36,Self-employed,23244,5368,Average,42995,Ijarah,House,33615,6730,300
1718,Khadijah,Female,37,Self-employed,8787,11742,Good,40358,Murabaha,House,377638,47407,300
1719,Ahmed,Male,38,Government,13587,8510,Average,8917,Ijarah,House,331330,47774,300
1720,Mariam,Female,31,Government,5213,4614,Good,3796,Murabaha,Car,223894,34238,48
1721,Mohammed,Female,21,Private,22567,1199,Good,0,Murabaha,House,171405,36880,180
1722,Ahmed,Male,21,Government,12124,13870,Good,1126,Ijarah,House,428712,48150,240
1723,Mohammed,Male,37,Self-employed,8112,2746,Poor,0,Murabaha,House,477638,15481,120
1724,Mariam,Male,23,Government,17663,5673,Good,20940,Murabaha,Equipment,132357,20376,24
1725,Mariam,Female,33,Government,17671,13191,Good,47447,Ijarah,Car,453420,8775,36
1726,Sarah,Male,39,Private,14342,7421,Average,33708,Murabaha,Car,250633,2154,84
1727,Fatimah,Female,56,Government,12922,7559,Good,0,Murabaha,Car,407250,29088,36
1728,Ahmed,Male,28,Self-employed,8325,5956,Good,31778,Murabaha,House,387140,16752,120
1729,Mariam,Female,57,Government,22701,9949,Good,2186,Ijarah,Equipment,32001,8454,24
1730,Fatimah,Male,41,Government,15701,10872,Good,0,Murabaha,House,230222,6345,180
1731,Ahmed,Male,46,Government,21416,11502,Average,0,Murabaha,House,293864,44952,120
1732,Mohammed,Female,29,Private,9427,5189,Good,27937,Murabaha,House,422255,6268,120
1733,Mariam,Male,26,Government,5399,6695,Average,0,Ijarah,Car,46798,28024,60
1734,Mohammed,Male,46,Private,14737,2226,Average,30707,Murabaha,House,485665,21785,180
1735,Ahmed,Male,38,Self-employed,19763,13673,Average,36599,Ijarah,Car,409330,41983,60
1736,Sarah,Male,38,Private,12154,6527,Average,0,Murabaha,Equipment,108367,17081,12
1737,Mohammed,Male,48,Private,6195,11068,Good,0,Murabaha,House,49676,8909,300
1738,Ali,Male,31,Private,18060,3790,Average,0,Murabaha,Equipment,83309,22944,36
1739,Ali,Male,44,Self-employed,22743,3903,Good,0,Murabaha,House,497722,19318,120
1740,Fatimah,Female,35,Self-employed,13865,8288,Poor,0,Murabaha,House,288781,30789,180
1741,Aisha,Female,35,Government,20192,5991,Average,0,Ijarah,Equipment,37000,24923,48
1742,Ali,Male,21,Self-employed,22718,6384,Average,37625,Ijarah,Car,73923,27436,48
1743,Ali,Male,57,Private,10568,7671,Average,0,Murabaha,Car,297017,40271,60
1744,Sarah,Male,24,Self-employed,11858,5475,Good,0,Murabaha,Car,370071,239,84
1745,Sarah,Female,32,Government,21037,13427,Good,0,Murabaha,House,132346,111,180
1746,Aisha,Female,59,Private,14642,7972,Good,0,Murabaha,Equipment,74947,6634,36
1747,Khadijah,Male,38,Government,11911,4143,Good,46120,Murabaha,House,224471,48439,120
1748,Aisha,Female,58,Self-employed,6575,7084,Poor,0,Murabaha,Car,148265,2393,72
1749,Khadijah,Male,47,Private,9052,13670,Good,0,Murabaha,Equipment,74628,4895,48
1750,Sarah,Male,59,Self-employed,11131,6776,Average,44283,Murabaha,Equipment,284775,27286,12
1751,Khadijah,Male,33,Private,13274,12124,Good,23398,Ijarah,Equipment,286149,43973,48
1752,Sarah,Male,53,Self-employed,16827,1478,Good,38747,Murabaha,House,327652,47016,240
1753,Khadijah,Female,26,Private,13785,3687,Good,0,Murabaha,House,449034,49910,300
1754,Mohammed,Female,37,Private,3968,1392,Poor,30042,Murabaha,Equipment,453029,38894,12
1755,Sarah,Male,25,Private,12079,6672,Good,43717,Ijarah,House,31191,19295,180
1756,Aisha,Female,56,Self-employed,13569,7781,Average,3715,Murabaha,House,226529,47660,180
1757,Fatimah,Female,56,Self-employed,5806,3861,Good,31925,Murabaha,Car,192382,38221,48
1758,Fatimah,Male,36,Self-employed,24114,14039,Average,43060,Ijarah,Car,323755,3910,36
1759,Sarah,Female,23,Government,5070,10741,Average,4552,Ijarah,Car,143075,42619,48
1760,Ali,Male,45,Private,4297,2366,Good,0,Ijarah,House,221027,26724,240
1761,Mariam,Male,21,Private,3031,7633,Good,27071,Ijarah,Equipment,74429,17621,60
1762,Fatimah,Male,50,Government,20692,9257,Good,0,Murabaha,Equipment,292070,48732,12
1763,Aisha,Male,43,Self-employed,6839,5157,Good,39524,Ijarah,Car,174782,4246,36
1764,Ali,Female,48,Government,3707,3758,Average,0,Ijarah,House,115758,12010,240
1765,Fatimah,Male,54,Government,24593,9629,Good,0,Ijarah,House,265565,24091,300
1766,Mariam,Female,49,Private,8067,11659,Good,0,Murabaha,Equipment,439034,30310,36
1767,Ahmed,Male,55,Government,6748,12034,Good,0,Murabaha,Equipment,222443,22577,48
1768,Ahmed,Male,54,Government,23075,10218,Poor,0,Murabaha,Car,34040,35059,60
1769,Sarah,Female,34,Private,24208,12789,Poor,0,Ijarah,Equipment,52953,38734,36
1770,Mariam,Male,41,Government,21848,11077,Poor,0,Murabaha,Equipment,496843,5325,48
1771,Aisha,Female,44,Private,20346,11194,Good,0,Ijarah,Equipment,392485,7731,60
1772,Aisha,Female,55,Private,24153,7156,Good,0,Ijarah,Car,363401,45207,72
1773,Fatimah,Male,57,Self-employed,18634,7497,Good,0,Ijarah,Car,196354,47015,84
1774,Mohammed,Male,40,Government,20313,13837,Good,45492,Murabaha,House,275885,39214,240
1775,Ali,Male,54,Government,22272,12640,Good,5882,Ijarah,Car,364826,13315,60
1776,Mariam,Male,49,Private,7720,10689,Good,47653,Murabaha,House,79570,32422,120
1777,Fatimah,Male,41,Government,15715,1035,Average,0,Murabaha,Equipment,203102,43214,36
1778,Sarah,Male,37,Government,13204,14342,Good,0,Murabaha,House,401249,13096,180
1779,Mariam,Female,44,Private,5877,1954,Good,0,Ijarah,Car,171143,21662,60
1780,Ali,Female,27,Private,12854,2137,Good,47847,Murabaha,Car,437639,19530,72
1781,Khadijah,Male,28,Self-employed,9579,10249,Average,20038,Murabaha,Car,310184,4024,48
1782,Sarah,Female,25,Self-employed,9054,8092,Good,0,Ijarah,Equipment,462778,9522,48
1783,Fatimah,Female,37,Private,3367,3253,Good,40557,Murabaha,House,265885,38762,300
1784,Mohammed,Male,46,Self-employed,23710,12440,Good,0,Ijarah,House,335225,27229,120
1785,Mariam,Male,25,Private,20588,4802,Poor,0,Murabaha,Equipment,139319,28172,12
1786,Khadijah,Female,53,Private,24817,9006,Good,44196,Murabaha,Car,104799,17553,72
1787,Sarah,Male,29,Self-employed,22960,3092,Good,49017,Murabaha,Equipment,254668,19721,12
1788,Fatimah,Female,23,Government,14928,6304,Poor,12172,Ijarah,Car,359517,23713,48
1789,Ahmed,Male,58,Private,10202,3187,Good,0,Murabaha,Equipment,32625,38646,12
1790,Aisha,Female,22,Self-employed,9855,9703,Good,44036,Ijarah,Equipment,278026,33487,60
1791,Fatimah,Female,41,Self-employed,8293,10764,Good,0,Murabaha,House,210835,23355,300
1792,Ahmed,Female,54,Government,8524,14679,Average,46624,Ijarah,Car,244824,49931,60
1793,Ahmed,Female,28,Government,7159,10529,Good,33360,Ijarah,Car,106410,28948,84
1794,Sarah,Male,53,Government,10230,14951,Poor,40553,Murabaha,House,403300,16025,300
1795,Fatimah,Male,35,Government,3453,8686,Good,0,Murabaha,Equipment,475210,22603,12
1796,Aisha,Female,38,Self-employed,5903,12178,Good,0,Murabaha,Equipment,192896,34204,12
1797,Fatimah,Female,59,Private,16505,7168,Good,4547,Ijarah,Equipment,445478,47785,24
1798,Ahmed,Male,33,Government,18104,4408,Average,26890,Murabaha,Car,317606,17935,60
1799,Ali,Male,46,Government,11609,5703,Poor,33534,Ijarah,Equipment,105594,32664,12
1800,Khadijah,Female,56,Self-employed,23908,7422,Poor,0,Ijarah,Car,255654,36417,84
1801,Mohammed,Female,41,Government,8384,9252,Average,3813,Murabaha,Equipment,209760,30610,36
1802,Fatimah,Female,23,Private,12319,8807,Good,15769,Murabaha,House,264159,3657,120
1803,Khadijah,Female,25,Self-employed,7487,11783,Good,0,Murabaha,Car,296813,16130,84
1804,Khadijah,Female,47,Government,6161,11828,Poor,0,Murabaha,Equipment,248252,11631,36
1805,Mariam,Male,53,Government,24775,6789,Average,20458,Murabaha,House,72065,13775,180
1806,Ali,Female,56,Self-employed,15281,2257,Good,0,Murabaha,Equipment,249918,19394,24
1807,Khadijah,Male,52,Government,17132,8525,Average,43988,Ijarah,House,129608,2599,300
1808,Fatimah,Male,25,Private,17306,8435,Average,0,Murabaha,House,464606,13712,300
1809,Sarah,Male,45,Government,10661,7748,Good,0,Murabaha,Car,225986,15277,72
1810,Sarah,Female,29,Government,23992,9621,Good,31667,Murabaha,House,343544,20648,180
1811,Mariam,Male,41,Self-employed,7436,12200,Poor,30449,Murabaha,House,105555,47840,240
1812,Khadijah,Male,46,Self-employed,19586,9432,Good,3427,Ijarah,House,73593,41102,180
1813,Fatimah,Male,41,Self-employed,11668,9907,Good,0,Murabaha,Equipment,428212,36290,60
1814,Fatimah,Male,34,Private,14823,11517,Good,0,Ijarah,Equipment,192769,8141,12
1815,Ahmed,Female,54,Private,21363,9587,Average,0,Murabaha,Equipment,355880,14250,24
1816,Ali,Female,56,Government,3338,14393,Average,0,Ijarah,Car,102748,46245,48
1817,Aisha,Male,52,Self-employed,21504,5705,Good,1156,Murabaha,House,188490,25228,180
1818,Mohammed,Male,57,Self-employed,8088,5763,Good,0,Ijarah,Car,52862,22562,60
1819,Aisha,Female,57,Self-employed,11882,8274,Good,0,Ijarah,Equipment,395654,13164,24
1820,Mariam,Female,30,Private,24332,1380,Average,0,Murabaha,Equipment,179011,18586,12
1821,Ahmed,Female,25,Government,9444,14727,Average,0,Ijarah,Car,375085,41719,60
1822,Mohammed,Male,25,Government,10310,11349,Good,0,Murabaha,House,81401,23380,240
1823,Aisha,Female,35,Private,6354,8648,Good,0,Murabaha,Equipment,375416,37904,48
1824,Fatimah,Male,47,Private,24936,7898,Good,0,Ijarah,House,27819,29563,180
1825,Sarah,Male,54,Self-employed,19585,7631,Good,0,Murabaha,Car,468048,42637,72
1826,Ahmed,Female,37,Private,3118,7070,Good,47695,Murabaha,Equipment,359051,42611,48
1827,Aisha,Male,59,Self-employed,6717,6916,Average,0,Murabaha,Car,68525,29152,48
1828,Mariam,Female,22,Self-employed,10232,13306,Good,0,Ijarah,Equipment,143930,38791,36
1829,Khadijah,Male,51,Government,16744,10479,Average,0,Murabaha,Car,140988,27410,36
1830,Mariam,Female,44,Private,18429,14597,Good,0,Murabaha,Equipment,147000,23854,12
1831,Mariam,Male,59,Government,3378,4396,Good,32905,Murabaha,Car,415692,19663,36
1832,Mariam,Male,37,Private,23180,9993,Average,13002,Ijarah,House,93361,40466,120
1833,Khadijah,Female,31,Private,17753,8180,Good,14014,Murabaha,Car,235796,7915,84
1834,Mohammed,Female,28,Self-employed,16130,5585,Good,0,Ijarah,Car,130105,28049,36
1835,Fatimah,Female,47,Private,5487,3853,Average,0,Ijarah,Car,364559,34816,72
1836,Sarah,Female,31,Government,19369,9160,Good,35580,Ijarah,Equipment,488684,30667,48
1837,Mohammed,Male,56,Private,18777,9880,Average,0,Ijarah,Car,307930,4745,72
1838,Aisha,Female,44,Government,23887,1287,Average,0,Murabaha,House,231021,30563,300
1839,Aisha,Female,57,Self-employed,5256,1885,Good,0,Ijarah,Car,264840,28940,72
1840,Sarah,Male,40,Self-employed,10831,5337,Average,9912,Ijarah,Equipment,35927,27853,48
1841,Aisha,Female,32,Private,13600,5985,Good,8395,Murabaha,Car,342362,37026,72
1842,Ali,Female,39,Private,4587,13608,Good,35617,Murabaha,House,450208,46784,180
1843,Sarah,Male,43,Private,6641,3035,Good,0,Murabaha,Car,322927,18854,48
1844,Khadijah,Female,23,Self-employed,22725,4112,Average,9054,Ijarah,Equipment,188118,16400,60
1845,Aisha,Female,25,Private,13911,10872,Good,0,Murabaha,Equipment,130383,10130,36
1846,Aisha,Female,39,Self-employed,14078,11261,Good,24650,Murabaha,Equipment,453548,28624,36
1847,Ahmed,Female,26,Private,23650,5465,Poor,10442,Murabaha,House,362238,21342,240
1848,Ahmed,Female,33,Self-employed,11197,12667,Good,0,Murabaha,Equipment,497143,39364,36
1849,Ahmed,Female,40,Self-employed,20704,8147,Average,45857,Murabaha,Car,343394,978,36
1850,Sarah,Male,31,Private,13685,1659,Good,0,Ijarah,House,42204,23633,180
1851,Khadijah,Female,31,Government,17966,6371,Good,0,Ijarah,Equipment,21038,28845,36
1852,Sarah,Male,47,Government,14996,11701,Average,20224,Ijarah,Equipment,336899,6983,12
1853,Mariam,Male,54,Government,13939,12645,Good,0,Murabaha,House,29522,14042,240
1854,Fatimah,Male,49,Private,22424,10554,Good,0,Murabaha,Car,463856,41468,48
1855,Khadijah,Male,36,Private,21708,4123,Good,15817,Ijarah,Car,58581,33440,84
1856,Khadijah,Female,22,Self-employed,24007,8489,Good,31467,Ijarah,Equipment,86485,29903,36
1857,Mariam,Female,28,Government,16777,9304,Good,14451,Ijarah,Equipment,128171,27786,60
1858,Sarah,Female,39,Private,8345,4828,Good,0,Murabaha,Equipment,445528,2597,36
1859,Sarah,Male,59,Self-employed,18130,7266,Poor,38387,Ijarah,House,278725,9752,300
1860,Ahmed,Female,34,Government,15768,3960,Good,44865,Murabaha,Equipment,152542,9457,48
1861,Khadijah,Female,42,Government,4342,7653,Good,13335,Ijarah,Car,132119,2414,36
1862,Ahmed,Female,21,Private,5167,5610,Good,0,Ijarah,Equipment,363848,42764,48
1863,Fatimah,Male,27,Government,15979,6434,Average,0,Ijarah,Car,318969,1891,72
1864,Ali,Male,53,Self-employed,13733,10616,Good,14739,Murabaha,Equipment,371905,47237,12
1865,Ahmed,Female,30,Government,5855,3635,Poor,46706,Ijarah,Equipment,109260,27756,36
1866,Sarah,Male,29,Self-employed,21253,12231,Good,35049,Ijarah,Car,143158,8443,84
1867,Aisha,Male,29,Private,6215,7670,Average,0,Murabaha,House,221197,21265,300
1868,Mohammed,Female,37,Government,15210,13386,Good,0,Murabaha,Car,206599,36575,36
1869,Ali,Male,54,Government,3562,14907,Poor,34157,Ijarah,Car,124857,38175,36
1870,Fatimah,Male,54,Government,13523,3544,Average,0,Murabaha,House,412445,3345,300
1871,Aisha,Female,33,Private,4910,11484,Average,0,Ijarah,House,214524,7512,300
1872,Sarah,Male,29,Private,12341,1695,Good,0,Murabaha,House,483662,39267,180
1873,Ali,Male,47,Government,15420,3217,Good,2237,Murabaha,House,277454,34487,240
1874,Mariam,Male,48,Private,18592,11038,Good,0,Murabaha,Car,356034,46380,72
1875,Sarah,Male,41,Private,8504,12298,Good,0,Murabaha,Car,410235,5233,60
1876,Ahmed,Male,26,Government,12436,10885,Good,0,Ijarah,Car,381995,29558,48
1877,Aisha,Male,25,Private,17874,7128,Average,0,Ijarah,House,288258,15446,240
1878,Sarah,Male,47,Self-employed,18213,5565,Poor,0,Ijarah,Car,333440,5571,84
1879,Aisha,Male,58,Private,20418,10744,Average,1049,Ijarah,Equipment,315852,3664,12
1880,Fatimah,Female,55,Government,12698,1416,Average,21911,Murabaha,House,309483,47247,180
1881,Mohammed,Female,28,Government,20883,2266,Good,0,Ijarah,Equipment,398946,34123,24
1882,Ahmed,Female,28,Self-employed,11875,11379,Poor,5382,Murabaha,Car,495902,45015,60
1883,Ahmed,Female,58,Government,20221,12887,Poor,0,Murabaha,Equipment,140266,32553,60
1884,Aisha,Male,28,Government,16274,11032,Good,22490,Murabaha,Equipment,58571,13105,12
1885,Fatimah,Female,25,Government,18796,9782,Good,27339,Ijarah,House,220299,4117,180
1886,Fatimah,Female,36,Self-employed,16959,4537,Good,18269,Ijarah,Equipment,317945,25678,12
1887,Ali,Male,35,Private,13681,2841,Average,17782,Murabaha,House,377108,20304,180
1888,Mohammed,Male,22,Self-employed,18670,13712,Good,0,Ijarah,Equipment,459407,40746,24
1889,Sarah,Male,23,Private,5721,8779,Good,0,Ijarah,Equipment,325798,20679,12
1890,Ali,Male,53,Government,8373,13898,Good,0,Murabaha,Equipment,275158,937,12
1891,Sarah,Male,29,Private,15777,12912,Average,0,Murabaha,House,297363,44269,180
1892,Sarah,Female,21,Private,12695,6596,Average,0,Ijarah,House,209022,36835,300
1893,Sarah,Male,58,Government,24265,14702,Average,48521,Murabaha,Equipment,411172,35007,12
1894,Ali,Female,39,Government,4302,4851,Good,0,Murabaha,Car,51836,47388,36
1895,Ahmed,Female,45,Private,4600,1690,Good,25089,Ijarah,House,430537,35662,120
1896,Fatimah,Male,34,Government,23304,8219,Average,0,Murabaha,Car,59289,1253,48
1897,Ahmed,Female,57,Government,8900,10384,Average,5456,Murabaha,Equipment,23259,4549,48
1898,Mohammed,Female,28,Private,15590,9326,Good,46206,Murabaha,Car,359056,10087,84
1899,Ali,Male,27,Private,15297,8571,Good,0,Murabaha,House,331223,34201,180
1900,Mariam,Female,49,Government,8920,11560,Good,0,Murabaha,Equipment,373177,34664,36
1901,Mohammed,Female,25,Self-employed,20593,10772,Average,960,Murabaha,Car,58539,30082,36
1902,Fatimah,Female,23,Government,21247,13637,Poor,49422,Murabaha,Car,480776,40042,36
1903,Fatimah,Male,50,Private,22302,4656,Poor,0,Murabaha,House,190703,23325,300
1904,Khadijah,Male,45,Government,24369,4406,Good,47718,Murabaha,Car,411197,4856,72
1905,Mohammed,Male,39,Self-employed,19732,3478,Good,0,Ijarah,Equipment,443901,5939,12
1906,Mariam,Female,52,Self-employed,9099,6204,Good,20851,Murabaha,House,425429,29393,120
1907,Ahmed,Male,43,Self-employed,14087,14199,Good,11164,Murabaha,Equipment,427641,6998,36
1908,Aisha,Female,24,Private,20990,11080,Poor,17422,Murabaha,Equipment,21583,41958,48
1909,Mariam,Male,56,Private,5577,10381,Good,2643,Murabaha,House,184287,43593,300
1910,Mohammed,Female,45,Government,19598,12442,Good,10667,Ijarah,Car,379105,34764,36
1911,Ali,Male,50,Self-employed,20589,13391,Good,15441,Murabaha,House,93788,20480,240
1912,Fatimah,Male,41,Government,7937,14613,Average,0,Ijarah,House,405058,13846,180
1913,Fatimah,Female,35,Government,18793,4156,Good,19503,Murabaha,Car,123238,47496,84
1914,Mohammed,Male,38,Government,8103,1754,Good,0,Ijarah,House,342569,23285,120
1915,Mariam,Female,25,Government,17994,5341,Good,23029,Ijarah,House,277889,25844,300
1916,Mohammed,Male,43,Government,4490,11681,Good,46478,Ijarah,Car,28947,44488,84
1917,Sarah,Male,32,Private,13300,12327,Good,0,Murabaha,Equipment,265517,48040,60
1918,Mohammed,Female,56,Self-employed,16158,7233,Average,0,Murabaha,Equipment,133467,15026,24
1919,Sarah,Female,23,Self-employed,17079,4675,Good,0,Murabaha,House,189766,38085,240
1920,Mariam,Female,43,Private,24077,14828,Good,44524,Murabaha,House,233385,38232,180
1921,Ali,Male,42,Self-employed,23473,1661,Good,0,Murabaha,Equipment,457654,27462,60
1922,Ali,Female,37,Government,6475,3041,Good,0,Ijarah,House,350142,16710,120
1923,Ahmed,Male,28,Self-employed,18683,9568,Average,0,Ijarah,Equipment,380499,39361,24
1924,Mohammed,Female,50,Self-employed,21001,8860,Poor,0,Murabaha,Equipment,486658,46896,12
1925,Mariam,Female,30,Self-employed,19545,2459,Average,47682,Ijarah,Equipment,208433,17460,36
1926,Mariam,Female,47,Self-employed,10344,7360,Good,0,Ijarah,Car,177460,17418,84
1927,Ahmed,Female,34,Self-employed,16380,9000,Good,15825,Ijarah,Equipment,221267,32306,48
1928,Aisha,Female,30,Private,22729,5522,Good,0,Ijarah,Equipment,137828,12218,36
1929,Mariam,Female,24,Self-employed,11075,14652,Good,0,Murabaha,Equipment,485211,26405,48
1930,Khadijah,Male,41,Government,17383,14840,Average,0,Ijarah,House,433168,718,300
1931,Ali,Female,26,Government,4316,2369,Poor,0,Murabaha,House,359637,34163,300
1932,Fatimah,Male,40,Self-employed,18498,10768,Good,38005,Ijarah,Car,461403,9534,36
1933,Sarah,Female,40,Government,5076,9360,Good,19810,Ijarah,Car,419098,46817,72
1934,Khadijah,Female,53,Private,17354,11416,Average,0,Ijarah,Car,213802,22986,84
1935,Fatimah,Female,48,Government,12860,5517,Good,40576,Ijarah,House,370807,25880,240
1936,Khadijah,Male,51,Private,22067,13921,Good,0,Murabaha,Car,404014,7265,36
1937,Ahmed,Male,21,Private,15992,10560,Average,0,Murabaha,Car,347987,21991,36
1938,Ahmed,Female,49,Government,23253,10394,Poor,39636,Murabaha,Equipment,466317,47844,12
1939,Sarah,Male,52,Self-employed,14804,5528,Average,0,Ijarah,Equipment,237545,15158,48
1940,Ali,Female,41,Private,21531,8155,Average,0,Murabaha,House,47286,11598,300
1941,Aisha,Female,28,Self-employed,5087,14737,Good,0,Ijarah,Equipment,123122,47465,60
1942,Mariam,Male,53,Government,22263,5993,Average,42127,Ijarah,Equipment,25269,21869,36
1943,Sarah,Male,41,Self-employed,11645,1728,Average,0,Murabaha,Equipment,86584,3750,48
1944,Aisha,Male,55,Self-employed,23900,13620,Good,2799,Ijarah,Equipment,57107,4264,60
1945,Fatimah,Male,49,Private,16223,5687,Good,0,Murabaha,Car,220599,27066,48
1946,Mariam,Female,52,Government,4878,8457,Poor,0,Murabaha,Car,250777,31082,72
1947,Khadijah,Male,56,Self-employed,17599,11811,Average,0,Murabaha,Car,199615,3952,60
1948,Sarah,Male,52,Self-employed,11224,11492,Poor,0,Murabaha,Car,215950,15937,60
1949,Aisha,Female,35,Self-employed,3690,2099,Good,0,Ijarah,Car,384515,3575,84
1950,Mohammed,Male,45,Self-employed,7398,6309,Good,19926,Ijarah,Equipment,465496,714,24
1951,Mohammed,Male,36,Government,22999,11844,Good,23236,Ijarah,House,158234,26301,240
1952,Ali,Male,52,Government,18101,3670,Good,0,Murabaha,Car,463490,19496,48
1953,Aisha,Male,27,Government,19375,1755,Good,0,Murabaha,Car,187484,47821,48
1954,Sarah,Female,57,Private,12453,1897,Good,0,Murabaha,Car,49333,13381,72
1955,Fatimah,Female,58,Private,16443,6585,Good,0,Ijarah,Equipment,360308,49917,60
1956,Mohammed,Male,44,Private,10153,1458,Good,24117,Ijarah,House,451022,9207,120
1957,Ali,Male,49,Self-employed,3721,3504,Good,0,Murabaha,House,163450,46487,180
1958,Sarah,Female,38,Self-employed,24171,6597,Good,0,Murabaha,Car,160908,19399,36
1959,Ali,Male,58,Private,13138,11514,Good,0,Ijarah,Car,59782,32384,60
1960,Fatimah,Male,56,Private,17138,8998,Poor,0,Ijarah,Equipment,246369,49970,12
1961,Mohammed,Male,46,Government,8127,1412,Poor,20669,Ijarah,Car,283819,45451,36
1962,Mariam,Male,31,Private,22107,3850,Good,2897,Murabaha,Car,52593,45404,84
1963,Mohammed,Male,29,Government,24944,3889,Good,0,Murabaha,House,188061,25985,240
1964,Mohammed,Male,28,Government,20689,14924,Average,9777,Murabaha,Car,390942,4127,48
1965,Aisha,Male,24,Private,19084,12692,Good,0,Ijarah,Car,212342,16087,48
1966,Ahmed,Male,32,Self-employed,5798,10196,Average,0,Ijarah,Equipment,44853,9094,24
1967,Aisha,Male,34,Self-employed,22129,13564,Average,0,Ijarah,Car,50684,45792,72
1968,Mohammed,Female,28,Private,10904,11899,Average,0,Ijarah,Car,390594,38204,60
1969,Khadijah,Female,41,Private,3614,7877,Good,0,Murabaha,Equipment,476957,21442,48
1970,Ahmed,Female,26,Private,11959,10539,Good,0,Ijarah,Car,241779,39723,60
1971,Mariam,Male,48,Private,4272,7136,Good,0,Murabaha,House,192081,1148,180
1972,Sarah,Male,53,Government,9071,11691,Good,18413,Murabaha,House,97483,41407,300
1973,Aisha,Female,43,Self-employed,5971,2203,Good,23130,Ijarah,Equipment,384054,7923,12
1974,Ahmed,Male,36,Private,7663,3726,Good,23174,Murabaha,House,302064,37817,180
1975,Ahmed,Female,26,Government,10161,2651,Good,0,Ijarah,House,170915,44559,120
1976,Aisha,Male,49,Private,23482,11021,Good,26362,Murabaha,Car,43250,35682,84
1977,Aisha,Female,43,Private,18792,6954,Average,0,Ijarah,Equipment,453584,33425,48
1978,Ahmed,Female,52,Government,21434,3579,Average,38248,Murabaha,Equipment,78054,26874,24
1979,Ali,Female,37,Government,23750,2290,Average,33184,Murabaha,Equipment,481087,35708,36
1980,Mariam,Male,51,Government,9827,1622,Poor,0,Ijarah,Car,84468,4278,48
1981,Khadijah,Female,49,Private,20855,9343,Good,8977,Murabaha,Equipment,379414,43695,24
1982,Fatimah,Male,47,Private,23239,1286,Good,0,Ijarah,Equipment,426783,20959,24
1983,Mohammed,Male,38,Self-employed,11481,9078,Average,0,Ijarah,Equipment,379149,19906,12
1984,Mariam,Male,23,Self-employed,20181,1711,Average,0,Murabaha,Equipment,427144,9673,24
1985,Aisha,Male,57,Government,17716,4048,Good,0,Murabaha,Equipment,419550,22833,48
1986,Ahmed,Male,33,Self-employed,19863,1870,Good,0,Murabaha,Car,287328,19780,48
1987,Fatimah,Male,50,Private,3519,2644,Poor,27010,Murabaha,Equipment,46059,32071,12
1988,Aisha,Male,57,Private,6981,12324,Average,0,Murabaha,Car,179899,17380,60
1989,Ali,Female,34,Private,15348,3947,Good,0,Ijarah,Equipment,141683,24436,24
1990,Fatimah,Female,49,Private,14791,11469,Average,0,Murabaha,House,172449,19334,180
1991,Ahmed,Female,48,Self-employed,6514,10800,Good,0,Murabaha,Car,490878,46192,84
1992,Mariam,Male,51,Self-employed,13778,9458,Good,0,Murabaha,Equipment,374739,29457,36
1993,Sarah,Male,28,Private,17397,5429,Good,20122,Murabaha,Car,282990,8739,36
1994,Mariam,Male,33,Private,5498,12425,Good,0,Murabaha,Equipment,287496,13018,60
1995,Mariam,Male,57,Government,23446,1388,Good,0,Ijarah,House,188639,32383,240
1996,Khadijah,Female,36,Self-employed,5767,11143,Good,29356,Murabaha,House,159723,19161,240
1997,Fatimah,Male,37,Self-employed,3095,7042,Average,0,Ijarah,House,465269,7769,180
1998,Aisha,Female,46,Self-employed,10496,3642,Average,0,Ijarah,House,321077,9109,120
1999,Ahmed,Male,46,Private,14653,3643,Good,0,Ijarah,Car,337446,9401,48
2000,Aisha,Female,51,Self-employed,21699,2987,Good,30470,Ijarah,House,128726,7854,300
2001,Ahmed,Male,21,Private,16562,4718,Average,29612,Ijarah,Equipment,58207,25929,24
2002,Mohammed,Female,34,Government,10752,10853,Good,0,Murabaha,Equipment,49111,23398,12
2003,Sarah,Male,32,Self-employed,5569,3252,Good,0,Murabaha,Car,326869,5312,36
2004,Mohammed,Female,38,Self-employed,20021,3442,Average,0,Murabaha,Equipment,107582,26761,12
2005,Mariam,Male,28,Government,19698,7914,Good,0,Ijarah,Car,93981,34239,48
2006,Sarah,Female,22,Self-employed,13567,5303,Poor,0,Ijarah,Car,321914,4280,72
2007,Khadijah,Female,52,Self-employed,8401,11455,Good,0,Ijarah,Car,73613,28110,48
2008,Mohammed,Male,33,Self-employed,23233,3775,Good,0,Murabaha,Equipment,219933,25999,48
2009,Khadijah,Female,27,Government,7518,11234,Good,0,Ijarah,Equipment,28601,34133,48
2010,Aisha,Male,32,Government,21935,12854,Good,0,Murabaha,Equipment,492966,20073,60
2011,Mariam,Male,32,Private,5328,14653,Average,0,Ijarah,Equipment,41106,31277,60
2012,Ali,Male,45,Private,23338,12378,Good,0,Ijarah,House,434079,37241,300
2013,Ali,Female,22,Private,22318,10877,Good,0,Ijarah,Equipment,42166,6232,12
2014,Sarah,Female,25,Private,6464,6487,Average,0,Murabaha,House,314985,36096,300
2015,Sarah,Male,51,Self-employed,5836,1903,Average,0,Ijarah,Car,289870,38941,84
